,artist,track_title,year,lyric,total_week,peak
7173,The Black Eyed Peas,I Gotta Feeling,2009,"That tonight's gonna be a good, good night, I gotta feel",0,2
7174,The Black Eyed Peas,I Gotta Feeling,2009,"I gotta feeling, ooohooo",0,2
7175,The Black Eyed Peas,I Gotta Feeling,2009,That tonight's gonna be a good night,0,2
7176,The Black Eyed Peas,I Gotta Feeling,2009,That tonight's gonna be a good night,0,2
7177,The Black Eyed Peas,I Gotta Feeling,2009,"That tonight's gonna be a good, good night",0,2
7178,The Black Eyed Peas,I Gotta Feeling,2009,Ooohooo,0,2
7179,Drake,Best I Ever Had,2009,You know alot of girls be,7,3
7180,Drake,Best I Ever Had,2009,"Thinkin' my songs are about them, but",7,3
7181,Drake,Best I Ever Had,2009,This is not to get confused,7,3
7182,Drake,Best I Ever Had,2009,This one's for you,7,3
7183,Drake,Best I Ever Had,2009,"Baby, you my everything",7,3
7184,Drake,Best I Ever Had,2009,You all I ever wanted,7,3
7185,Drake,Best I Ever Had,2009,We could do it real big,7,3
7186,Drake,Best I Ever Had,2009,Bigger than you ever done it,7,3
7187,Drake,Best I Ever Had,2009,You'll be up on everything,7,3
7188,Drake,Best I Ever Had,2009,Other hoes ain't ever on it,7,3
7189,Drake,Best I Ever Had,2009,I want this forever,7,3
7190,Drake,Best I Ever Had,2009,I swear I can spend whatever on it,7,3
7191,Drake,Best I Ever Had,2009,'Cause she hold me down,7,3
7192,Drake,Best I Ever Had,2009,Every time I hit her up,7,3
7193,Drake,Best I Ever Had,2009,When I get right,7,3
7194,Drake,Best I Ever Had,2009,I promise that we gon' live it up,7,3
7195,Drake,Best I Ever Had,2009,She made me beg for it,7,3
7196,Drake,Best I Ever Had,2009,Till she give it up,7,3
7197,Drake,Best I Ever Had,2009,And I say the same thing every single time,7,3
7198,Drake,Best I Ever Had,2009,I say you the fuckin' best,7,3
7199,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7200,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7201,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7202,Drake,Best I Ever Had,2009,You the best I ever had,7,3
7203,Drake,Best I Ever Had,2009,Best I ever had,7,3
7204,Drake,Best I Ever Had,2009,Best I ever had,7,3
7205,Drake,Best I Ever Had,2009,Best I ever had,7,3
7206,Drake,Best I Ever Had,2009,I say you the fuckin'...,7,3
7207,Drake,Best I Ever Had,2009,Know you got a roommate,7,3
7208,Drake,Best I Ever Had,2009,Call me when there's no one there,7,3
7209,Drake,Best I Ever Had,2009,Put the key under the mat,7,3
7210,Drake,Best I Ever Had,2009,You know I'll be over there,7,3
7211,Drake,Best I Ever Had,2009,(Yup!) I'll be over there,7,3
7212,Drake,Best I Ever Had,2009,"Shorty, I'll be over there",7,3
7213,Drake,Best I Ever Had,2009,I'll be hittin' all the spots that you ain't even know was there,7,3
7214,Drake,Best I Ever Had,2009,And you don't even have to ask twice,7,3
7215,Drake,Best I Ever Had,2009,You could have my heart or we can share it like the last slice,7,3
7216,Drake,Best I Ever Had,2009,Always felt like you was so accustomed to the fast life,7,3
7217,Drake,Best I Ever Had,2009,Have a nigga thinkin' that he met you in a past life,7,3
7218,Drake,Best I Ever Had,2009,Sweatpants hair tied chillin' with no make-up on,7,3
7219,Drake,Best I Ever Had,2009,That's when you're the prettiest,7,3
7220,Drake,Best I Ever Had,2009,I hope that you don't take it wrong,7,3
7221,Drake,Best I Ever Had,2009,You don't even trip when friends say,7,3
7222,Drake,Best I Ever Had,2009,You ain't bringin' Drake along,7,3
7223,Drake,Best I Ever Had,2009,You know that I'm workin',7,3
7224,Drake,Best I Ever Had,2009,I'll be there as soon as I make it home,7,3
7225,Drake,Best I Ever Had,2009,And she a patient in my waitin' room,7,3
7226,Drake,Best I Ever Had,2009,Never pay attention to the rumors and what they assume,7,3
7227,Drake,Best I Ever Had,2009,And until them girls prove it,7,3
7228,Drake,Best I Ever Had,2009,I'm the one that never get confused wit cause,7,3
7229,Drake,Best I Ever Had,2009,"Baby, you my everything",7,3
7230,Drake,Best I Ever Had,2009,You all I ever wanted,7,3
7231,Drake,Best I Ever Had,2009,We could do it real big,7,3
7232,Drake,Best I Ever Had,2009,Bigger than you ever done it,7,3
7233,Drake,Best I Ever Had,2009,You'll be up on everything,7,3
7234,Drake,Best I Ever Had,2009,Other hoes ain't ever on it,7,3
7235,Drake,Best I Ever Had,2009,I want this forever,7,3
7236,Drake,Best I Ever Had,2009,I swear I can spend whatever on it,7,3
7237,Drake,Best I Ever Had,2009,'Cause she hold me down,7,3
7238,Drake,Best I Ever Had,2009,Every time I hit her up,7,3
7239,Drake,Best I Ever Had,2009,When I get right,7,3
7240,Drake,Best I Ever Had,2009,I promise that we gon' live it up,7,3
7241,Drake,Best I Ever Had,2009,She made me beg for it,7,3
7242,Drake,Best I Ever Had,2009,Till she give it up,7,3
7243,Drake,Best I Ever Had,2009,And I say the same thing every single time,7,3
7244,Drake,Best I Ever Had,2009,I say you the fuckin' best,7,3
7245,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7246,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7247,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7248,Drake,Best I Ever Had,2009,You the best I ever had,7,3
7249,Drake,Best I Ever Had,2009,Best I ever had,7,3
7250,Drake,Best I Ever Had,2009,Best I ever had,7,3
7251,Drake,Best I Ever Had,2009,Best I ever had,7,3
7252,Drake,Best I Ever Had,2009,I say you the fuckin'...,7,3
7253,Drake,Best I Ever Had,2009,"Sex, love, pain, baby I be on that Tank shit",7,3
7254,Drake,Best I Ever Had,2009,Buzz so big I could probably sell a blank disc,7,3
7255,Drake,Best I Ever Had,2009,"When my album drop, bitches'll buy it for the picture",7,3
7256,Drake,Best I Ever Had,2009,And niggas'll buy it too and claim they got it for their sister,7,3
7257,Drake,Best I Ever Had,2009,"Magazine, paper girl, but money ain't the issue",7,3
7258,Drake,Best I Ever Had,2009,They bring dinner to my room and ask me to initial,7,3
7259,Drake,Best I Ever Had,2009,She call me 'the referee' 'cause I be so official,7,3
7260,Drake,Best I Ever Had,2009,My shirt ain't got no stripes but I can make your pussy whistle,7,3
7261,Drake,Best I Ever Had,2009,Like the Andy Griffith theme song,7,3
7262,Drake,Best I Ever Had,2009,And who told you to put them jeans on?,7,3
7263,Drake,Best I Ever Had,2009,"Double cup love, you the one I lean on",7,3
7264,Drake,Best I Ever Had,2009,"Feelin' for a fix, then you should really get your fiend on",7,3
7265,Drake,Best I Ever Had,2009,"Yeah, just know my condo is the crack spot",7,3
7266,Drake,Best I Ever Had,2009,Every single show she out there reppin' like a mascot,7,3
7267,Drake,Best I Ever Had,2009,Get it from the back and make your fuckin' bra strap pop,7,3
7268,Drake,Best I Ever Had,2009,All up in your slot till a nigga hit the jackpot,7,3
7269,Drake,Best I Ever Had,2009,I'm sayin',7,3
7270,Drake,Best I Ever Had,2009,"Baby, you my everything",7,3
7271,Drake,Best I Ever Had,2009,You all I ever wanted,7,3
7272,Drake,Best I Ever Had,2009,We could do it real big,7,3
7273,Drake,Best I Ever Had,2009,Bigger than you ever done it,7,3
7274,Drake,Best I Ever Had,2009,You'll be up on everything,7,3
7275,Drake,Best I Ever Had,2009,Other hoes ain't ever on it,7,3
7276,Drake,Best I Ever Had,2009,I want this forever,7,3
7277,Drake,Best I Ever Had,2009,I swear I can spend whatever on it,7,3
7278,Drake,Best I Ever Had,2009,'Cause she hold me down,7,3
7279,Drake,Best I Ever Had,2009,Every time I hit her up,7,3
7280,Drake,Best I Ever Had,2009,When I get right,7,3
7281,Drake,Best I Ever Had,2009,I promise that we gon' live it up,7,3
7282,Drake,Best I Ever Had,2009,She made me beg for it,7,3
7283,Drake,Best I Ever Had,2009,Till she give it up,7,3
7284,Drake,Best I Ever Had,2009,And I say the same thing every single time,7,3
7285,Drake,Best I Ever Had,2009,I say you the fuckin' best,7,3
7286,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7287,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7288,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7289,Drake,Best I Ever Had,2009,You the best I ever had,7,3
7290,Drake,Best I Ever Had,2009,Best I ever had,7,3
7291,Drake,Best I Ever Had,2009,Best I ever had,7,3
7292,Drake,Best I Ever Had,2009,Best I ever had,7,3
7293,Drake,Best I Ever Had,2009,I say you the fuckin' best,7,3
7294,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7295,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7296,Drake,Best I Ever Had,2009,You the fuckin' best,7,3
7297,Drake,Best I Ever Had,2009,You the best I ever had,7,3
7298,Drake,Best I Ever Had,2009,Best I ever had,7,3
7299,Drake,Best I Ever Had,2009,Best I ever had,7,3
7300,Drake,Best I Ever Had,2009,Best I ever had,7,3
7301,Drake,Best I Ever Had,2009,I say you the f,7,3
7302,Drake,Best I Ever Had,2009,Uh,7,3
7303,Drake,Best I Ever Had,2009,Oh yeah,7,3
7304,Drake,Best I Ever Had,2009,See this the type of joint you got to dedicate to somebody,7,3
7305,Drake,Best I Ever Had,2009,Just make sure they that special somebody,7,3
7306,Drake,Best I Ever Had,2009,Young money,7,3
7307,Drake,Best I Ever Had,2009,"Yeah, yeah",7,3
7308,Drake,Best I Ever Had,2009,You know who you are...,7,3
7309,Drake,Best I Ever Had,2009,I got you,7,3
7310,Young Money,Every Girl,2009,Lil Wayne,7,10
7311,Young Money,Every Girl,2009,"I like a long hair, thick red bone",7,10
7312,Young Money,Every Girl,2009,Open up her legs then filet mignon that pussy,7,10
7313,Young Money,Every Girl,2009,I'ma get in and on that pussy,7,10
7314,Young Money,Every Girl,2009,"If she let me in, I'ma own that pussy",7,10
7315,Young Money,Every Girl,2009,Gon throw it back and bust it open like you 'posed to,7,10
7316,Young Money,Every Girl,2009,"Girl I got that dope dick, now come here, lemme dope you",7,10
7317,Young Money,Every Girl,2009,"You gon' be a dopefiend, your friends should call you Dopey",7,10
7318,Young Money,Every Girl,2009,Tell 'em keep my name out they mouth if they don't know me,7,10
7319,Young Money,Every Girl,2009,"Unh, but you can call me tune'che",7,10
7320,Young Money,Every Girl,2009,"I'll fuck the whole group, baby I'm a groupie",7,10
7321,Young Money,Every Girl,2009,"My sex game is stupid, my head is the dumbest",7,10
7322,Young Money,Every Girl,2009,"I promise, I should be hooked on phonics, yeah",7,10
7323,Young Money,Every Girl,2009,"But anyway, I think you're bionic",7,10
7324,Young Money,Every Girl,2009,"And I don't think you're beautiful, I think you're beyond it",7,10
7325,Young Money,Every Girl,2009,And I just wanna get behind it,7,10
7326,Young Money,Every Girl,2009,"And watch it (back it up and dump it, back-back it up and dump it)",7,10
7327,Young Money,Every Girl,2009,"'Cause we like her, and we like her too",7,10
7328,Young Money,Every Girl,2009,"And we like her, and we like her too",7,10
7329,Young Money,Every Girl,2009,"And we like her, and we like her too",7,10
7330,Young Money,Every Girl,2009,"And we like her, and she like us too",7,10
7331,Young Money,Every Girl,2009,And oh,7,10
7332,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7333,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7334,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7335,Young Money,Every Girl,2009,Drake,7,10
7336,Young Money,Every Girl,2009,"She be jumpin' up and down, tryna fit that ass in",7,10
7337,Young Money,Every Girl,2009,Took her half an hour just to get that belt to fasten,7,10
7338,Young Money,Every Girl,2009,All they want to talk about is partyin' and fashion,7,10
7339,Young Money,Every Girl,2009,Every single night I have a dream that I am smashin' them all,7,10
7340,Young Money,Every Girl,2009,"Young Money man, this shit so timeless",7,10
7341,Young Money,Every Girl,2009,And I'm in the mood to get faded so please bring your finest,7,10
7342,Young Money,Every Girl,2009,"And what are all your names again, we drunk, remind us",7,10
7343,Young Money,Every Girl,2009,"Are any of y'all into girls like I am, let's be honest (she wants me she wants me)",7,10
7344,Young Money,Every Girl,2009,"'Cause I got it all shawty, tell me what you don't see",7,10
7345,Young Money,Every Girl,2009,"I would fuck with all y'all, all of y'all are beautiful",7,10
7346,Young Money,Every Girl,2009,I just can't pick one so you can never say I'm choosy hoes,7,10
7347,Young Money,Every Girl,2009,And Wayne say pussy pussy pussy,7,10
7348,Young Money,Every Girl,2009,"And weed and alcohol seems to satisfy us all, damn",7,10
7349,Young Money,Every Girl,2009,And every time I think of stayin' wit her,7,10
7350,Young Money,Every Girl,2009,She bring that friend around and make a nigga reconsider,7,10
7351,Young Money,Every Girl,2009,"'Cause we like her, and we like her too",7,10
7352,Young Money,Every Girl,2009,"And we like her, and we like her too",7,10
7353,Young Money,Every Girl,2009,"And we like her, and we like her too",7,10
7354,Young Money,Every Girl,2009,"And we like her, and she like us too",7,10
7355,Young Money,Every Girl,2009,And oh,7,10
7356,Young Money,Every Girl,2009,Jae Millz,7,10
7357,Young Money,Every Girl,2009,"I ain't bein' disrespectful, baby I'm just bein' Millz",7,10
7358,Young Money,Every Girl,2009,And I don't know how fake feels so I gotta keep it real,7,10
7359,Young Money,Every Girl,2009,I just want to fuck every girl in the world,7,10
7360,Young Money,Every Girl,2009,"Every model, every singer, every actress, every diva",7,10
7361,Young Money,Every Girl,2009,"Every house of Diddy chick, every college girl, every skeezer",7,10
7362,Young Money,Every Girl,2009,Stripper and every desperate housewife that resemble Eva,7,10
7363,Young Money,Every Girl,2009,My role model was Will so married woman and MILF,7,10
7364,Young Money,Every Girl,2009,"It don't matter who you is, miss you-can-get-the-business, hah",7,10
7365,Young Money,Every Girl,2009,Gutta,7,10
7366,Young Money,Every Girl,2009,These hoes is God's gift like Christmas,7,10
7367,Young Money,Every Girl,2009,"I like 'em caramel skin, long hair thick ass",7,10
7368,Young Money,Every Girl,2009,And I swear I'm feelin' all y'all,7,10
7369,Young Money,Every Girl,2009,I'm scrollin' down my call log and I'ma call all y'all,7,10
7370,Young Money,Every Girl,2009,"My butter pecan, Puerto Rican",7,10
7371,Young Money,Every Girl,2009,She screamin' out papi every time a nigga deep in,7,10
7372,Young Money,Every Girl,2009,And I'm about to get my Bill Clinton on,7,10
7373,Young Money,Every Girl,2009,"And Hilary can Rodham too boy, I gets my pimpin' on",7,10
7374,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7375,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7376,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7377,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7378,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7379,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7380,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7381,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7382,Young Money,Every Girl,2009,Mack Maine,7,10
7383,Young Money,Every Girl,2009,"Sanna Lathan, Megan Good",7,10
7384,Young Money,Every Girl,2009,"Angelina Jolie, D. Woods",7,10
7385,Young Money,Every Girl,2009,"For free suites, I'd give Paris Hilton all-nighters",7,10
7386,Young Money,Every Girl,2009,"In about 3 years, holla at me Miley Cyrus",7,10
7387,Young Money,Every Girl,2009,"I don't discriminate, no, not at all",7,10
7388,Young Money,Every Girl,2009,"Kit-kat a midget, if that ass soft, I break her off",7,10
7389,Young Money,Every Girl,2009,I exchange v-cards with the retards,7,10
7390,Young Money,Every Girl,2009,And get behind the christian like d.r,7,10
7391,Young Money,Every Girl,2009,"'Cause he are, Mack Mizzoo, baby",7,10
7392,Young Money,Every Girl,2009,"'Cause he are, Mack Mizzoo baby",7,10
7393,Young Money,Every Girl,2009,Lil Wayne,7,10
7394,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7395,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7396,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7397,Young Money,Every Girl,2009,I wish I could fuck every girl in the world,7,10
7398,Young Money,Every Girl,2009,Young Moolah Baby,7,10
7399,Taylor Swift,You Belong With Me,2009,"You're on the phone with your girlfriend, she's upset",11,9
7400,Taylor Swift,You Belong With Me,2009,She's going off about something that you said,11,9
7401,Taylor Swift,You Belong With Me,2009,'Cause she doesn't get your humor,11,9
7402,Taylor Swift,You Belong With Me,2009,Like I do,11,9
7403,Taylor Swift,You Belong With Me,2009,"I'm in my room, it's a typical Tuesday night",11,9
7404,Taylor Swift,You Belong With Me,2009,I'm listenin' to the kind of music she doesn't like,11,9
7405,Taylor Swift,You Belong With Me,2009,And she'll never know your story,11,9
7406,Taylor Swift,You Belong With Me,2009,Like I do,11,9
7407,Taylor Swift,You Belong With Me,2009,"But she wears short skirts, I wear t-shirts",11,9
7408,Taylor Swift,You Belong With Me,2009,She's cheer captain and I'm on the bleachers,11,9
7409,Taylor Swift,You Belong With Me,2009,Dreamin' 'bout the day when you wake up and find,11,9
7410,Taylor Swift,You Belong With Me,2009,That what you're looking for has been here the whole time,11,9
7411,Taylor Swift,You Belong With Me,2009,If you could see that I'm the one who understands you,11,9
7412,Taylor Swift,You Belong With Me,2009,"Been here all along, so why can't you see",11,9
7413,Taylor Swift,You Belong With Me,2009,You belong with me?,11,9
7414,Taylor Swift,You Belong With Me,2009,You belong with me,11,9
7415,Taylor Swift,You Belong With Me,2009,Walkin' the streets with you and your worn out jeans,11,9
7416,Taylor Swift,You Belong With Me,2009,I can't help thinkin' this is how it ought to be,11,9
7417,Taylor Swift,You Belong With Me,2009,"Laughin' on a park bench, thinkin' to myself",11,9
7418,Taylor Swift,You Belong With Me,2009,"Hey, isn't this easy?",11,9
7419,Taylor Swift,You Belong With Me,2009,And you've got a smile that could light up this whole town,11,9
7420,Taylor Swift,You Belong With Me,2009,I haven't seen it in a while since she brought you down,11,9
7421,Taylor Swift,You Belong With Me,2009,"You say you're fine, I know you better than that",11,9
7422,Taylor Swift,You Belong With Me,2009,"Hey, what ya doin' with a girl like that?",11,9
7423,Taylor Swift,You Belong With Me,2009,"She wears high heels, I wear sneakers",11,9
7424,Taylor Swift,You Belong With Me,2009,She's cheer captain and I'm on the bleachers,11,9
7425,Taylor Swift,You Belong With Me,2009,Dreamin' 'bout the day when you wake up and find,11,9
7426,Taylor Swift,You Belong With Me,2009,That what you're lookin' for has been here the whole time,11,9
7427,Taylor Swift,You Belong With Me,2009,If you could see that I'm the one who understands you,11,9
7428,Taylor Swift,You Belong With Me,2009,"Been here all along, so why can't you",11,9
7429,Taylor Swift,You Belong With Me,2009,See,11,9
7430,Taylor Swift,You Belong With Me,2009,You belong with me?,11,9
7431,Taylor Swift,You Belong With Me,2009,"Standin' by you, waitin' at your back door",11,9
7432,Taylor Swift,You Belong With Me,2009,"All this time, how could you not know",11,9
7433,Taylor Swift,You Belong With Me,2009,"Baby, you belong with me",11,9
7434,Taylor Swift,You Belong With Me,2009,You belong with me,11,9
7435,Taylor Swift,You Belong With Me,2009,"Oh I remember you, drivin' to my house in the middle of the night",11,9
7436,Taylor Swift,You Belong With Me,2009,"I'm the one who makes you laugh, when you know you're 'bout to cry",11,9
7437,Taylor Swift,You Belong With Me,2009,"I know your favorite songs, and you tell me 'bout your dreams",11,9
7438,Taylor Swift,You Belong With Me,2009,"Think I know where you belong, think I know it's with me",11,9
7439,Taylor Swift,You Belong With Me,2009,Can't you see that I'm the one who understands you?,11,9
7440,Taylor Swift,You Belong With Me,2009,"Been here all along, so why can't you",11,9
7441,Taylor Swift,You Belong With Me,2009,See,11,9
7442,Taylor Swift,You Belong With Me,2009,You belong with me?,11,9
7443,Taylor Swift,You Belong With Me,2009,"Standin' by you, waitin' at your back door",11,9
7444,Taylor Swift,You Belong With Me,2009,"All this time, how could you not know",11,9
7445,Taylor Swift,You Belong With Me,2009,Baby,11,9
7446,Taylor Swift,You Belong With Me,2009,"You belong with me, you belong with me",11,9
7447,Taylor Swift,You Belong With Me,2009,"You belong with me, have you ever thought, just maybe",11,9
7448,Taylor Swift,You Belong With Me,2009,"You belong with me, you belong with me",11,9
7449,Hannah Montana,He Could Be The One,2009,"Smooth talking, so rockin'",0,10
7450,Hannah Montana,He Could Be The One,2009,He's got everything that a girl's wanting,0,10
7451,Hannah Montana,He Could Be The One,2009,"Guitar cutie, he plays it groovy",0,10
7452,Hannah Montana,He Could Be The One,2009,And I can't keep myself from doing something stupid,0,10
7453,Hannah Montana,He Could Be The One,2009,Think I'm really falling for his smile,0,10
7454,Hannah Montana,He Could Be The One,2009,Get butterflies when he says my name,0,10
7455,Hannah Montana,He Could Be The One,2009,"He's got something special, he's got something special",0,10
7456,Hannah Montana,He Could Be The One,2009,"And when he's looking at me, I wanna get all sentimental",0,10
7457,Hannah Montana,He Could Be The One,2009,"He's got something special, he's got something special",0,10
7458,Hannah Montana,He Could Be The One,2009,"I can hardly breathe, something's telling me, ",0,10
7459,Hannah Montana,He Could Be The One,2009,Telling me maybe he could be the one,0,10
7460,Hannah Montana,He Could Be The One,2009,"He could be the one, He could be the one",0,10
7461,Hannah Montana,He Could Be The One,2009,"He could be the one, He could be the one, He could be the one",0,10
7462,Hannah Montana,He Could Be The One,2009,"He's lightning, sparks are flying",0,10
7463,Hannah Montana,He Could Be The One,2009,Everywhere I go he's always on my mind and,0,10
7464,Hannah Montana,He Could Be The One,2009,I'm going crazy about him lately,0,10
7465,Hannah Montana,He Could Be The One,2009,And I can't help myself from how my heart is racing,0,10
7466,Hannah Montana,He Could Be The One,2009,Think I'm really digging on his vibe,0,10
7467,Hannah Montana,He Could Be The One,2009,He really blows me away (Hey!),0,10
7468,Hannah Montana,He Could Be The One,2009,"He's got something special, he's got something special",0,10
7469,Hannah Montana,He Could Be The One,2009,"And when he's looking at me, I wanna get all sentimental",0,10
7470,Hannah Montana,He Could Be The One,2009,"He's got something special, he's got something special",0,10
7471,Hannah Montana,He Could Be The One,2009,"I can hardly breathe, something's telling me, ",0,10
7472,Hannah Montana,He Could Be The One,2009,Telling me maybe he could be the one,0,10
7473,Hannah Montana,He Could Be The One,2009,"He could be the one, He could be the one",0,10
7474,Hannah Montana,He Could Be The One,2009,"He could be the one, He could be the one, He could be the one",0,10
7475,Hannah Montana,He Could Be The One,2009,And he's got a way of making me feel,0,10
7476,Hannah Montana,He Could Be The One,2009,Like everything I do is,0,10
7477,Hannah Montana,He Could Be The One,2009,Perfectly fine,0,10
7478,Hannah Montana,He Could Be The One,2009,The stars are aligned when I'm with him,0,10
7479,Hannah Montana,He Could Be The One,2009,And I'm so into him,0,10
7480,Hannah Montana,He Could Be The One,2009,"He's got something special, he's got something special",0,10
7481,Hannah Montana,He Could Be The One,2009,"And when he's looking at me, I wanna get all sentimental",0,10
7482,Hannah Montana,He Could Be The One,2009,He's got something special,0,10
7483,Hannah Montana,He Could Be The One,2009,He's got something special,0,10
7484,Hannah Montana,He Could Be The One,2009,"I can hardly breathe, something's telling me, ",0,10
7485,Hannah Montana,He Could Be The One,2009,Telling me maybe he could be the one,0,10
7486,Hannah Montana,He Could Be The One,2009,"He could be the one, He could be the one",0,10
7487,Hannah Montana,He Could Be The One,2009,"He could be the one, He could be the one, He could be the one",0,10
7488,Hannah Montana,He Could Be The One,2009,(He could be the one),0,10
7489,Kings Of Leon,Use Somebody,2009,I've been roaming around,26,5
7490,Kings Of Leon,Use Somebody,2009,Always looking down at all I see,26,5
7491,Kings Of Leon,Use Somebody,2009,Painted faces fill the places I can't reach,26,5
7492,Kings Of Leon,Use Somebody,2009,You know that I could use somebody,26,5
7493,Kings Of Leon,Use Somebody,2009,You know that I could use somebody,26,5
7494,Kings Of Leon,Use Somebody,2009,Someone like you and all you know and how you speak,26,5
7495,Kings Of Leon,Use Somebody,2009,Countless lovers undercover of the street,26,5
7496,Kings Of Leon,Use Somebody,2009,You know that I could use somebody,26,5
7497,Kings Of Leon,Use Somebody,2009,You know that I could use somebody,26,5
7498,Kings Of Leon,Use Somebody,2009,Someone like you,26,5
7499,Kings Of Leon,Use Somebody,2009,"Off in the night while you live it up, I'm off to sleep",26,5
7500,Kings Of Leon,Use Somebody,2009,Waging wars to shake the poet and the beat,26,5
7501,Kings Of Leon,Use Somebody,2009,I hope it's gonna make you notice,26,5
7502,Kings Of Leon,Use Somebody,2009,I hope it's gonna make you notice,26,5
7503,Kings Of Leon,Use Somebody,2009,Someone like me,26,5
7504,Kings Of Leon,Use Somebody,2009,Someone like me,26,5
7505,Kings Of Leon,Use Somebody,2009,"Someone like me, somebody",26,5
7506,Kings Of Leon,Use Somebody,2009,"(Go and let it out, go and let it out)",26,5
7507,Kings Of Leon,Use Somebody,2009,"(Go and let it out, go and let it out)",26,5
7508,Kings Of Leon,Use Somebody,2009,"(Go and let it out, go and let it out)",26,5
7509,Kings Of Leon,Use Somebody,2009,(Go and let it out),26,5
7510,Kings Of Leon,Use Somebody,2009,"Someone like you, somebody",26,5
7511,Kings Of Leon,Use Somebody,2009,"Someone like you, somebody",26,5
7512,Kings Of Leon,Use Somebody,2009,"Someone like you, somebody",26,5
7513,Kings Of Leon,Use Somebody,2009,I've been roaming around,26,5
7514,Kings Of Leon,Use Somebody,2009,Always looking down at all I see,26,5
7515,Jordin Sparks,Battlefield,2009,Don't try to explain your mind,11,10
7516,Jordin Sparks,Battlefield,2009,I know what's happening here,11,10
7517,Jordin Sparks,Battlefield,2009,One minute it's love,11,10
7518,Jordin Sparks,Battlefield,2009,And suddenly it's like a battle-field,11,10
7519,Jordin Sparks,Battlefield,2009,One word turns into a war,11,10
7520,Jordin Sparks,Battlefield,2009,Is it the smallest things that tear us down,11,10
7521,Jordin Sparks,Battlefield,2009,My world's nothing when you don't,11,10
7522,Jordin Sparks,Battlefield,2009,I'm out here without a shield; can't go back now,11,10
7523,Jordin Sparks,Battlefield,2009,Both hands tied behind my back with nothing,11,10
7524,Jordin Sparks,Battlefield,2009,"Oh no, these times when we climb so fast to fall again",11,10
7525,Jordin Sparks,Battlefield,2009,Why we gotta fall for it now,11,10
7526,Jordin Sparks,Battlefield,2009,I never meant to start a war,11,10
7527,Jordin Sparks,Battlefield,2009,You know I never wanna hurt you,11,10
7528,Jordin Sparks,Battlefield,2009,Don't even know what we're fighting for,11,10
7529,Jordin Sparks,Battlefield,2009,"Why does love always feel like a battlefield, a battlefield, a battlefield?",11,10
7530,Jordin Sparks,Battlefield,2009,"Why does love always feel like a battlefield, a battlefield, a battlefield?",11,10
7531,Jordin Sparks,Battlefield,2009,Why does love always feel like...,11,10
7532,Jordin Sparks,Battlefield,2009,"Can't swallow our pride,",11,10
7533,Jordin Sparks,Battlefield,2009,"Neither of us wanna raise that flag, mhm",11,10
7534,Jordin Sparks,Battlefield,2009,If we can't surrender then,11,10
7535,Jordin Sparks,Battlefield,2009,"We both gonna lose what we had, oh no",11,10
7536,Jordin Sparks,Battlefield,2009,Both hands tied behind my back with nothing,11,10
7537,Jordin Sparks,Battlefield,2009,"Oh no, these times when we climb so fast to fall again",11,10
7538,Jordin Sparks,Battlefield,2009,I don't wanna fall for it now,11,10
7539,Jordin Sparks,Battlefield,2009,I never meant to start a war,11,10
7540,Jordin Sparks,Battlefield,2009,You know I never wanna hurt you,11,10
7541,Jordin Sparks,Battlefield,2009,Don't even know what we're fighting for,11,10
7542,Jordin Sparks,Battlefield,2009,"Why does love always feel like a battlefield, a battlefield, a battlefield?",11,10
7543,Jordin Sparks,Battlefield,2009,"Why does love always feel like a battlefield, a battlefield, a battlefield?",11,10
7544,Jordin Sparks,Battlefield,2009,"I guess you better go and get your armor, (get your armor) get your armor",11,10
7545,Jordin Sparks,Battlefield,2009,"I guess you better go and get your armor, (get your armor) get your armor",11,10
7546,Jordin Sparks,Battlefield,2009,I guess you better go and get your...,11,10
7547,Jordin Sparks,Battlefield,2009,We could pretend that we are friends tonight (oh-oh-oh),11,10
